author,published_at,updated_at,like_count,text
@themememaster6775,2025-01-17T11:24:51Z,2025-01-17T11:24:51Z,475,No way they made an entire movie about that guy from spongebob
@srdjanjovanovic3982,2025-01-17T05:22:07Z,2025-01-17T05:22:07Z,1,originally was inspired by our kult movie &quot;Leptirica&quot; from 1973 you all should check that it has kept me sleepless during my childhood hahaha
@brad96375,2025-01-17T03:31:26Z,2025-01-17T03:31:26Z,0,This documentary about Elon Musk looks riveting
@Solaris0071,2025-01-17T01:27:37Z,2025-01-17T01:27:37Z,0,She took responsibility for her actions and desires. A roll model for the modern age.
@vladimircurkoski1455,2025-01-17T00:06:07Z,2025-01-17T00:06:07Z,0,I watched way to many horror movies that I find them stupid now but if I was 10 or 15 again O would love to see it
@kristi.s9922,2025-01-16T23:42:42Z,2025-01-16T23:42:42Z,1,It was boring. Like  a dream.
@kristi.s9922,2025-01-16T23:41:29Z,2025-01-16T23:41:29Z,0,Tom Hardy would have been the perfect Husband.
@stevengardner3192,2025-01-16T23:30:55Z,2025-01-16T23:30:55Z,0,"I don&#39;t know why people didn&#39;t like it, I enjoyed it."
@kristi.s9922,2025-01-16T22:41:34Z,2025-01-16T22:41:34Z,0,"She is an amazing actress. But half of the other cast was better. The other part of the cast, this no faced man wandering around. Boring."
@prantikgoala2003,2025-01-16T19:35:46Z,2025-01-16T19:35:46Z,2,Green Goblin is RETURNS 👏🏻
@mlh209,2025-01-16T18:18:15Z,2025-01-16T18:18:15Z,1,This movie is a man&#39;s worst nightmare LMAOOOOOO!!!!!
@AKMDWNjndsfm,2025-01-16T11:27:34Z,2025-01-16T11:27:34Z,3,"I watched the movie, and wow, what a piece of trash! A horrible movie. 1/10"
@jk7713,2025-01-16T09:55:19Z,2025-01-16T09:55:19Z,3,Terrible movie. Went for too long and just ridiculous. The trailer makes it look far better than it actually is
@tiffinstingkatssimple9112,2025-01-16T08:00:52Z,2025-01-16T08:00:52Z,0,I preferred Bram Stoker&#39;s Dracula....so similar yet classy
@Lexx_movin24,2025-01-16T05:50:29Z,2025-01-16T05:50:29Z,0,5.7/10….Ehhh Mid if you never seen a vampire movie.
@subhamdas9782,2025-01-16T04:56:32Z,2025-01-16T04:56:32Z,0,Billy again
@Nyrufa,2025-01-16T03:57:16Z,2025-01-16T03:57:16Z,0,"The film that had to be destroyed for legal reasons, ends up getting a remake? I&#39;m not sure who this is giving the middle finger to; the people who made Dracula, or the people who made Nosferatu?"
@R0binah00d,2025-01-16T03:45:13Z,2025-01-16T03:45:13Z,0,"One of the worst films I’ve seen in awhile. Super Duper Omega Boring. Way too dark, like not lit enough to see anything. And honestly, seeing him was an EXTREME let down. Bad bad bad movie. Skip this one 100%."
@Majikaqo,2025-01-16T00:11:56Z,2025-01-16T00:11:56Z,1,jamal <br>jeferson<br>is<br>gay
@paulmarmota9394,2025-01-15T22:13:29Z,2025-01-15T22:13:29Z,0,O panarama de film 😂😂😂
@MRide3000,2025-01-15T21:53:07Z,2025-01-15T21:53:07Z,2,So boring. Only interesting part was Transylvania. And I loved Robert Eggers movies.
@MohamedSalah-to1hv,2025-01-15T21:34:16Z,2025-01-15T21:34:16Z,4,Finally a good dracula movie after Garry oldman one
