author,published_at,updated_at,like_count,text
@jarrettbobbett5230,2024-04-16T22:47:25Z,2024-04-16T22:47:25Z,1,for the Gem Z&#39;ers not for me.
@1978Marinac,2024-04-16T18:41:17Z,2024-04-16T18:41:17Z,0,Just make more money
@TamilAnbu-xd3ym,2024-04-16T15:23:11Z,2024-04-16T15:23:11Z,0,Dune 2021 dubbed in tamil language not dubbed dune 2024 so<br> please dune2024 dubbed in tamil language
@TamilAnbu-xd3ym,2024-04-16T15:20:55Z,2024-04-16T15:20:55Z,0,Please dubbed in tamil
@TamilAnbu-xd3ym,2024-04-16T15:20:33Z,2024-04-16T15:20:33Z,0,Please dubbed in tamil
@greenmoon2585,2024-04-16T12:17:35Z,2024-04-16T12:17:35Z,3,"Dune is the best Movie I&#39;ve ever watched, Dune has taken over. So meaningful and rich with culture."
@edita8141,2024-04-16T12:02:30Z,2024-04-16T12:02:30Z,0,"To the fans of Dune books and the movies, what should I do first, read the book or watch the movie?"
@marcusdeleo7145,2024-04-16T10:33:48Z,2024-04-16T10:36:38Z,3,"Absolutely disgusting,  woke all the way. Chany is a feminist who thinks she&#39;s equal to the Quizatz Haderach.<br>Delusional female ideology, which hollywood thinks it will make reality."
@byoung1995,2024-04-16T10:31:18Z,2024-04-16T10:31:18Z,0,🔥💯💜😎
@mohamedameen4245,2024-04-16T07:58:39Z,2024-04-16T07:58:39Z,1,One of the best movies
@felixwalpole8206,2024-04-16T07:28:27Z,2024-04-16T07:28:27Z,1,go see this in imax. do 1.5 grams of mushrooms. you will win
@r1pp3dx,2024-04-16T04:53:28Z,2024-04-16T04:53:28Z,2,"Man, I was so upset. My favorite character - the floating hippopotamus guy died."
@gameancastro3567,2024-04-16T00:50:06Z,2024-04-16T00:50:06Z,2,This is the best and perfect movie to see with all this hyped up talk about the Eclipse. lol
@Learnwithsumit94,2024-04-15T17:46:11Z,2024-04-15T17:46:11Z,5,What a boring Movie 😡
@cappuccino-1721,2024-04-14T22:36:41Z,2024-04-14T22:36:41Z,0,Looks like Wonka&#39;s got some task ahead of him!
@BULA-BARTISTTHEG.O.A.T-xw3rw,2024-04-14T19:34:25Z,2024-04-14T19:34:25Z,3,This is way better the star wars fr
@jasonlwood81,2024-04-14T16:35:38Z,2024-04-14T16:35:38Z,0,Why is Willy wonky fighting worm
@buenosschoko9918,2024-04-14T15:36:04Z,2024-04-14T15:36:04Z,2,I saw this movie twice already. It is a masterpiece !!!
@danielmbuyamba4937,2024-04-14T12:59:21Z,2024-04-14T12:59:21Z,2,"Hands down, one of the best movies I&#39;ve ever watched... What a masterpiece! 👏"
@Toonksbell43,2024-04-14T05:59:38Z,2024-04-14T05:59:38Z,0,"I watched this in IMAX and then in 70mm for my birthday, and damn, was it a beautiful cinematic experience and worth watching in a theater, especially in 70mm. I didn&#39;t even want to see it again not in that format, but I went back and saw it in just regular theaters one more time before it leaves. For the 70mm we were so cramped in that theater it was packed nearly full, but seeing it with everyone&#39;s, everyone&#39;s reactions to what was happening, gasps and people sitting up on the edge of their seats, it was just a beautiful experience and what I think we should be cultivating more of in storytelling and cinema. Denis is keeping it alive."
@majamajci2034,2024-04-13T21:22:14Z,2024-04-13T21:22:14Z,4,I watch it whit my boyfrend and we hate it 😑
