author,published_at,updated_at,like_count,text
@KasperMcKay,2024-02-25T03:19:42Z,2024-02-25T03:19:42Z,3,Just saw it yesterday. I absolutely LOVED it
@LouisThiccSexyAss,2024-02-24T17:50:26Z,2024-02-24T17:50:26Z,0,"As an A Level English student studying Frankenstein, I&#39;m morbidly intrigued and I can&#39;t wait to see it."
@faedraelina,2024-02-24T16:57:15Z,2024-02-24T16:57:15Z,0,it&#39;s quite literally like warm bodies
@dandilion1,2024-02-24T16:11:04Z,2024-02-24T16:11:04Z,1,Cole Sprouce looks so much like young Johnny Depp here.
@GermanEscobedo,2024-02-24T15:24:12Z,2024-02-24T15:24:12Z,0,Oh shit! I didn&#39;t know Zelda got into directing! I&#39;ll have to find out what else she&#39;s directed.
@dogu1185,2024-02-23T16:11:34Z,2024-02-23T16:11:34Z,0,"Loveletter to Bauhaus, The Cure, Mary Shelley and all the other gothic visionaries 🙏"
@mereyvlog8894,2024-02-23T08:02:49Z,2024-02-23T08:02:49Z,0,I&#39;m so happy for you Hopie Liza Soberano
@ladyjnatashabeverly,2024-02-23T02:10:36Z,2024-02-23T02:10:36Z,2,"Funnest, dumb movie I’ve ever seen!!!! I recommend for lots of laughs 😂😂😂😂😂"
@_Url0calc00lcat,2024-02-22T19:15:04Z,2024-02-22T19:15:04Z,1,It’s giving Emily and Victor swapped
@gregalexander7296,2024-02-22T11:37:50Z,2024-02-22T11:37:50Z,0,This looks like a redo of Warm Bodies
@brand10000,2024-02-22T10:15:43Z,2024-02-23T20:15:42Z,2,"It took me a while to figure out, but its crazy to see that the mom is the mom from the spy kids movies... omg, that hit hard"
@gene1395,2024-02-22T07:51:23Z,2024-02-22T07:51:23Z,1,I watch this movie together with my Mom and my sister and we love it ❤ definitely recommended
@darrenfrye1889,2024-02-22T01:59:24Z,2024-02-22T01:59:46Z,1,"I swear most of these comments are ai, trolls, or paid 😂"
@millbomazza157,2024-02-22T01:31:44Z,2024-02-22T01:31:44Z,0,Why is this litterally my faveroute thing
@VictoriaElizabeth-gk8tg,2024-02-22T00:55:39Z,2024-02-22T00:55:39Z,0,thanks for the review- iUSA iFrankenstein
@Rainier_Azucena,2024-02-22T00:35:49Z,2024-02-22T00:35:49Z,0,"If they had made the screenplay about 2 hours, they probably could&#39;ve squeezed more material in there to make the movie a real must-see.<br><br>I give it an 8/10."
@palmstring1,2024-02-21T19:36:49Z,2024-02-21T19:36:49Z,0,"I watched the film not because of the Filipina actress, Liz Soberano, but because of the writer, Diablo Cody, whom I have been curious about since &quot;Juno.&quot;"
@Jawsphobia,2024-02-21T09:18:37Z,2024-02-21T09:18:37Z,1,I just saw this in the theater.  I liked it. Hope to see Zelda do more.
@NathalyNate,2024-02-21T08:47:55Z,2024-02-21T08:47:55Z,0,"I seen it, it was a great movie it&#39;s a mixture of Edward scissorhands and May , with the vibes of Hocus pocus and acting of encino man. Love it ❤"
